key	th	en	cn	ja	km	ko	lo	my	vi	ms	id	fil
alert_step2_send_code	ขั้นตอนที่ 2: พิมพ์รหัสนี้ส่งในแชท	Step 2: Type this code in chat	步骤2：在聊天中输入此代码	ステップ2：チャットでこのコードを入力	ជំហានទី 2: វាយលេខកូដនេះក្នុងការជជែក	2단계: 채팅에서 이 코드를 입력	ຂັ້ນຕອນທີ 2: ພິมລະຫັດນີ້ສົ່ງໃນແຊັດ	အဆင့် 2: ဤကုဒ်ကို ချတ်တွင် ရိုက်ထည့်ပါ	Bước 2: Nhập mã này trong cuộc trò chuyện	Step 2: Type this code in chat	Step 2: Type this code in chat	Step 2: Type this code in chat
alert_sun_sat	อา.-ส.	Sun-Sat	周日-周六	日-土	អា.-ស.	일-토	ອາ.-ສ.	တနင်္ဂနွေ-စနေ	CN-T7	Sun-Sat	Sun-Sat	Sun-Sat
alert_task_name	ชื่องาน	Task Name	任务名称	タスク名	ឈ្មោះការងារ	작업 이름	ຊື່ວຽກ	လုပ်ငန်းအမည်	Tên công việc	Task Name	Task Name	Task Name
alert_task_name_hint	เช่น สรุปยอดขายประจำวัน	e.g. Daily Sales Summary	例如：每日销售摘要	例：日次売上サマリー	ឧ. សង្ខេបការលក់ប្រចាំថ្ងៃ	예: 일일 매출 요약	ເຊັ່ນ ສະຫຼຸບຍອດຂາຍປະຈຳວັນ	ဥပမာ နေ့စဉ်အရောင်း အနှစ်ချုပ်	Ví dụ: Tóm tắt doanh số hàng ngày	e.g. Daily Sales Summary	e.g. Daily Sales Summary	e.g. Daily Sales Summary
alert_task_name_required	กรุณากรอกชื่องาน	Please enter task name	请输入任务名称	タスク名を入力してください	សូមបញ្ចូលឈ្មោះការងារ	작업 이름을 입력해주세요	ກະລຸນາກອກຊື່ວຽກ	ကျေးဇူးပြု၍ လုပ်ငန်းအမည် ထည့်ပါ	Vui lòng nhập tên công việc	Please enter task name	Please enter task name	Please enter task name
alert_testing	ทดสอบ	Testing	测试	テスト	តេស្ត	테스트	ທົດສອບ	စမ်းသပ်ခြင်း	Thử nghiệm	Testing	Testing	Testing
alert_this_month	เดือนนี้	This Month	本月	今月	ខែនេះ	이번 달	ເດືອນນີ້	ဤလ	Tháng này	This Month	This Month	This Month
alert_this_week	สัปดาห์นี้	This Week	本周	今週	សប្តាហ៍នេះ	이번 주	ອາທິດນີ້	ဤအပတ်	Tuần này	This Week	This Week	This Week
alert_timeout_seconds	หมดเวลาใน {seconds} วินาที	Timeout in {seconds} seconds	将在{seconds}秒后超时	{seconds}秒でタイムアウト	អស់ពេលក្នុង {seconds} វិនាទី	{seconds}초 후 시간 초과	ໝົດເວລາໃນ {seconds} ວິນາທີ	{seconds} စက္ကန့်အတွင်း အချိန်ကုန်မည်	Hết thời gian trong {seconds} giây	Timeout in {seconds} seconds	Timeout in {seconds} seconds	Timeout in {seconds} seconds
alert_today	วันนี้	Today	今天	今日	ថ្ងៃនេះ	오늘	ມື້ນີ້	ယနေ့	Hôm nay	Today	Today	Today
alert_use_this_user_id	ใช้ User ID นี้	Use this User ID	使用此用户ID	このUser IDを使用	ប្រើ User ID នេះ	이 User ID 사용	ໃຊ້ User ID ນີ້	ဤ User ID ကို အသုံးပြုပါ	Sử dụng User ID này	Use this User ID	Use this User ID	Use this User ID
alert_waiting_registration	กำลังรอการลงทะเบียน...	Waiting for registration...	等待注册中...	登録を待機中...	កំពុងរង់ចាំការចុះឈ្មោះ...	등록 대기 중...	ກຳລັງລໍຖ້າການລົງທະບຽນ...	မှတ်ပုံတင်ခြင်းကို စောင့်နေသည်...	Đang chờ đăng ký...	Waiting for registration...	Waiting for registration...	Waiting for registration...
alert_weekly	รายสัปดาห์	Weekly	每周	週次	ប្រចាំសប្តាហ៍	주간	ລາຍອາທິດ	အပတ်စဉ်	Hàng tuần	Weekly	Weekly	Weekly
alert_weekly_desc	กำหนดวันในสัปดาห์และเวลาที่ต้องการ เหมาะสำหรับรายงานประจำวัน/สัปดาห์	Set weekday and time, ideal for daily/weekly reports	设置星期和时间，适合每日/每周报告	曜日と時間を設定、日次/週次レポートに最適	កំណត់ថ្ងៃក្នុងសប្តាហ៍និងពេលវេលា សមស្របសម្រាប់របាយការណ៍ប្រចាំថ្ងៃ/សប្តាហ៍	요일과 시간 설정, 일일/주간 보고서에 적합	ກຳນົດວັນໃນອາທິດແລະເວລາທີ່ຕ້ອງການ ເໝາະສຳລັບລາຍງານປະຈຳວັນ/ອາທິດ	ရက်သတ္တပတ်နှင့်အချိန်သတ်မှတ်ရန်၊ နေ့စဉ်/အပတ်စဉ်အစီရင်ခံစာများအတွက် သင့်လျော်သည်	Đặt ngày trong tuần và giờ, lý tưởng cho báo cáo hàng ngày/hàng tuần	Set weekday and time, ideal for daily/weekly reports	Set weekday and time, ideal for daily/weekly reports	Set weekday and time, ideal for daily/weekly reports
alert_yesterday	เมื่อวาน	Yesterday	昨天	昨日	ម្សិលមិញ	어제	ມື້ວານ	မနေ့က	Hôm qua	Yesterday	Yesterday	Yesterday
align_center	กลาง	Center	居中	中央	កណ្តាល	가운데	ກາງ	အလယ်	Giữa	Tengah	Tengah	Gitna
align_left	ซ้าย	Left	左	左	ឆ្វេង	왼쪽	ຊ້າຍ	ဘယ်	Trái	Kiri	Kiri	Kaliwa
align_right	ขวา	Right	右	右	ស្តាំ	오른쪽	ຂວາ	ညာ	Phải	Kanan	Kanan	Kanan
all	ทั้งหมด	All	全部	すべて	ទាំងអស់	전체	ທັງໝົດ	အားလုံး	Tất cả	Semua	Semua	Lahat
all_acc	แสดงผังบัญชีทั้งหมด	Show All Chart of Accounts	显示所有会计科目	すべての勘定科目を表示	បង្ហាញតារាងគណនីទាំងអស់	모든 계정 차트 표시	ສະແດງຜັງບັນຊີທັງໝົດ	အကောင့်ဇယားအားလုံးပြပါ	Hiển thị tất cả hệ thống tài khoản	Show All Chart of Accounts	Show All Chart of Accounts	Show All Chart of Accounts
all_items_will_be_deleted	รายการสินค้าทั้งหมดจะถูกลบ	All items will be deleted	所有商品将被删除	すべての商品が削除されます	ផលិតផលទាំងអស់នឹងត្រូវបានលុប	모든 상품이 삭제됩니다	ສິນຄ້າທັງໝົດຈະຖືກລຶບ	ကုန်ပစ္စည်းအားလုံး ဖျက်ခံရမည်	Tất cả sản phẩm sẽ bị xóa	All items will be deleted	All items will be deleted	All items will be deleted
alternative_vendor	ร้านสำรอง	Alternative Vendor	备选供应商	代替ベンダー	អ្នកផ្គត់ផ្គង់ជំនួស	대체 벤더	ຮ້ານສຳຮອງ	အခြားရောင်းချသူ	Nhà cung cấp thay thế	Alternative Vendor	Alternative Vendor	Alternative Vendor
approval_deadline	กำหนดวันอนุมัติ	Approval Deadline	审批截止日期	承認期限	កំណត់ពេលអនុម័ត	승인 기한	ກຳນົດວັນອະນຸມັດ	အတည်ပြုရက်သတ်မှတ်	Thời hạn phê duyệt	Approval Deadline	Approval Deadline	Approval Deadline
all_permissions	ทุกสิทธิ์	All Permissions	所有权限	すべての権限	សិទ្ធិទាំងអស់	모든 권한	ສິດທັງໝົດ	ခွင့်ပြုချက်အားလုံး	Tất cả quyền	Semua kebenaran	Semua izin	Lahat ng pahintulot
all_products	สินค้าทั้งหมด	All Products	所有产品	すべての商品	ផលិតផលទាំងអស់	모든 제품	ສິນຄ້າທັງໝົດ	ထုတ်ကုန်အားလုံး	Tất cả sản phẩm	Semua produk	Semua produk	Lahat ng produkto
allow_negative_stock	อนุญาตสต็อกติดลบ	Allow Negative Stock	允许负库存	マイナス在庫を許可	អនុញ្ញាតស្តុកអវិជ្ជមាន	마이너스 재고 허용	ອະນຸຍາດສິນຄ້າຕິດລົບ	အနုတ်စတော့ခွင့်ပြု	Cho phép tồn kho âm	Allow Negative Stock	Allow Negative Stock	Allow Negative Stock
allow_negative_stock_desc	อนุญาตให้ตัดสินค้าแม้สต็อกไม่เพียงพอ	Allow issuing stock even when balance is insufficient	即使库存不足也允许出库	在庫が不足していても出庫を許可	អនុញ្ញាតចេញទំនិញទោះស្តុកមិនគ្រប់	재고가 부족해도 출고 허용	ອະນຸຍາດຕັດສິນຄ້າເຖິງແມ່ນສິນຄ້າບໍ່ພຽງພໍ	လက်ကျန်မလုံလောက်သော်လည်း ထုတ်ယူခွင့်ပြု	Cho phép xuất kho khi số lượng không đủ	Allow issuing stock even when balance is insufficient	Allow issuing stock even when balance is insufficient	Allow issuing stock even when balance is insufficient
allowedtools	Tools ที่อนุญาต	Allowed Tools	允许使用的工具	許可されたツール	ឧបករណ៍ដែលអនុញ្ញាត	허용된 도구	ເຄື່ອງມືທີ່ອະນຸຍາດ	ခွင့်ပြုထားသောကိရိယာများ	Công cụ được phép	Allowed Tools	Allowed Tools	Allowed Tools
already_approved	มีการอนุมัติไปแล้ว	Already Approved	已审批	承認済み	បានអនុម័តរួចហើយ	이미 승인됨	ອະນຸມັດໄປແລ້ວ	ခွင့်ပြုပြီးဖြစ်သည်	Đã được phê duyệt	Already Approved	Already Approved	Already Approved
already_approved_cannot_edit	เอกสารได้รับการอนุมัติบางส่วนแล้ว ไม่สามารถแก้ไขได้	Document partially approved, cannot edit	文档已部分批准，无法编辑	文書は一部承認済み、編集できません	ឯកសារត្រូវបានអនុម័តដោយផ្នែក មិនអាចកែសម្រួលបានទេ	문서가 부분 승인되어 편집할 수 없습니다	ເອກະສານໄດ້ຮັບການອະນຸມັດບາງສ່ວນແລ້ວ ບໍ່ສາມາດແກ້ໄຂໄດ້	စာရွက်စာတမ်းတစ်စိတ်တစ်ပိုင်းအတည်ပြုပြီး တည်းဖြတ်၍မရပါ	Tài liệu đã được duyệt một phần, không thể chỉnh sửa	Document partially approved, cannot edit	Document partially approved, cannot edit	Document partially approved, cannot edit
